person_id,household_id,zone_id,market_segment_id,age_band,employment_status,language_preference,budget_headroom_score,trust_openness_score,digital_readiness_score,best_channel_reachability,retention_potential_score
person-000300-02,household-v2-000300,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000300-03,household-v2-000300,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-000301-01,household-v2-000301,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000301-02,household-v2-000301,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-000301-03,household-v2-000301,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-000302-01,household-v2-000302,east_growth_corridor,b2c_microcommerce_strivers,0-14,student,en,34.19,83.54,100.0,90.89,69.3
person-000302-02,household-v2-000302,east_growth_corridor,b2c_microcommerce_strivers,65+,salaried_worker,si_en,34.19,83.54,100.0,90.89,69.3
person-000303-01,household-v2-000303,outer_commuter_belt,b2c_care_navigation_households,65+,retired,ta,9.56,77.82,67.16,69.75,65.68
person-000303-02,household-v2-000303,outer_commuter_belt,b2c_care_navigation_households,65+,retired,ta,9.56,77.82,67.16,69.75,65.68
person-000304-01,household-v2-000304,east_growth_corridor,b2c_microcommerce_strivers,0-14,student,ta,34.19,83.54,100.0,90.89,69.3
person-000304-02,household-v2-000304,east_growth_corridor,b2c_microcommerce_strivers,65+,salaried_worker,ta,34.19,83.54,100.0,90.89,69.3
person-000305-01,household-v2-000305,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000305-02,household-v2-000305,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000305-03,household-v2-000305,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-000306-01,household-v2-000306,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-000306-02,household-v2-000306,south_west_suburban,b2c_care_navigation_households,65+,retired,ta,11.06,78.78,68.12,70.57,68.61
person-000307-01,household-v2-000307,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-000307-02,household-v2-000307,south_west_suburban,b2c_everyday_utility_seekers,45-54,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-000307-03,household-v2-000307,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,en,64.62,100.0,100.0,95.0,76.7
person-000307-04,household-v2-000307,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si,64.62,100.0,100.0,95.0,81.94
person-000308-01,household-v2-000308,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,en,64.62,100.0,100.0,95.0,76.7
person-000308-02,household-v2-000308,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-000308-03,household-v2-000308,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si_en,64.62,100.0,100.0,95.0,76.7
person-000308-04,household-v2-000308,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si_en,64.62,100.0,100.0,95.0,81.94
person-000309-01,household-v2-000309,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-000309-02,household-v2-000309,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-000309-03,household-v2-000309,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,87.71
person-000310-01,household-v2-000310,south_west_suburban,b2c_care_navigation_households,65+,retired,ta,11.06,78.78,68.12,70.57,68.61
person-000310-02,household-v2-000310,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-000311-01,household-v2-000311,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000311-02,household-v2-000311,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-000311-03,household-v2-000311,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,34.62,99.78,100.0,94.94,67.42
person-000311-04,household-v2-000311,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000312-01,household-v2-000312,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000312-02,household-v2-000312,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,en,34.62,99.78,100.0,94.94,73.97
person-000312-03,household-v2-000312,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,en,34.62,99.78,100.0,94.94,67.42
person-000312-04,household-v2-000312,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000313-01,household-v2-000313,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-000313-02,household-v2-000313,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-000313-03,household-v2-000313,core_colombo,b2c_everyday_utility_seekers,0-14,student,si,67.62,100.0,100.0,95.0,77.3
person-000313-04,household-v2-000313,core_colombo,b2c_youth_upskilling_renters,15-24,student,si_en,67.62,100.0,100.0,95.0,82.54
person-000314-01,household-v2-000314,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000314-02,household-v2-000314,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-000314-03,household-v2-000314,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,en,34.62,99.78,100.0,94.94,67.42
person-000314-04,household-v2-000314,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000315-01,household-v2-000315,east_growth_corridor,b2c_microcommerce_strivers,0-14,student,en,34.19,83.54,100.0,90.89,69.3
person-000315-02,household-v2-000315,east_growth_corridor,b2c_microcommerce_strivers,65+,salaried_worker,en,34.19,83.54,100.0,90.89,69.3
person-000316-01,household-v2-000316,core_colombo,b2c_education_intensive_families,25-34,salaried_worker,si_en,69.5,100.0,100.0,95.0,73.74
person-000316-02,household-v2-000316,core_colombo,b2c_education_intensive_families,0-14,student,si,69.5,100.0,100.0,95.0,73.74
person-000316-03,household-v2-000316,core_colombo,b2c_care_navigation_households,65+,salaried_worker,si,69.5,100.0,100.0,95.0,73.74
person-000317-01,household-v2-000317,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,en,34.62,99.78,100.0,94.94,67.42
person-000317-02,household-v2-000317,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,34.62,99.78,100.0,94.94,73.97
person-000317-03,household-v2-000317,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,34.62,99.78,100.0,94.94,67.42
person-000317-04,household-v2-000317,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si,34.62,99.78,100.0,94.94,67.42
person-000318-01,household-v2-000318,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-000318-02,household-v2-000318,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-000318-03,household-v2-000318,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,en,34.62,99.78,100.0,94.94,67.42
person-000318-04,household-v2-000318,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si,34.62,99.78,100.0,94.94,67.42
person-000319-01,household-v2-000319,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-000319-02,household-v2-000319,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-000319-03,household-v2-000319,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,34.62,99.78,100.0,94.94,67.42
person-000319-04,household-v2-000319,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000320-01,household-v2-000320,south_west_suburban,b2c_everyday_utility_seekers,45-54,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-000320-02,household-v2-000320,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-000320-03,household-v2-000320,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si,64.62,100.0,100.0,95.0,76.7
person-000320-04,household-v2-000320,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si_en,64.62,100.0,100.0,95.0,81.94
person-000321-01,household-v2-000321,core_colombo,b2c_education_intensive_families,35-44,salaried_worker,si_en,69.5,100.0,100.0,95.0,73.74
person-000321-02,household-v2-000321,core_colombo,b2c_education_intensive_families,0-14,student,si_en,69.5,100.0,100.0,95.0,73.74
person-000321-03,household-v2-000321,core_colombo,b2c_care_navigation_households,65+,salaried_worker,si_en,69.5,100.0,100.0,95.0,73.74
person-000322-01,household-v2-000322,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-000322-02,household-v2-000322,south_west_suburban,b2c_care_navigation_households,65+,retired,si_en,11.06,78.78,68.12,70.57,68.61
person-000323-01,household-v2-000323,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,en,36.69,100.0,100.0,95.0,73.73
person-000323-02,household-v2-000323,core_colombo,b2c_everyday_utility_seekers,45-54,salaried_worker,ta,36.69,100.0,100.0,95.0,73.73
person-000324-01,household-v2-000324,outer_commuter_belt,b2c_budget_stretched_commuters,25-34,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-000324-02,household-v2-000324,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,ta,10.19,77.82,67.16,69.75,66.53
person-000324-03,household-v2-000324,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,10.19,77.82,67.16,69.75,70.4
person-000324-04,household-v2-000324,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-000325-01,household-v2-000325,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-000325-02,household-v2-000325,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si_en,33.69,83.78,100.0,90.94,69.2
person-000326-01,household-v2-000326,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-000326-02,household-v2-000326,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-000326-03,household-v2-000326,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,34.62,99.78,100.0,94.94,67.42
person-000326-04,household-v2-000326,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000327-01,household-v2-000327,outer_commuter_belt,b2c_budget_stretched_commuters,35-44,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-000327-02,household-v2-000327,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si_en,10.19,77.82,67.16,69.75,66.53
person-000327-03,household-v2-000327,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,10.19,77.82,67.16,69.75,70.4
person-000327-04,household-v2-000327,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-000328-01,household-v2-000328,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,33.69,100.0,100.0,95.0,67.89
person-000328-02,household-v2-000328,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,en,33.69,100.0,100.0,95.0,67.89
person-000329-01,household-v2-000329,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000329-02,household-v2-000329,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000329-03,household-v2-000329,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-000330-01,household-v2-000330,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000330-02,household-v2-000330,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000330-03,household-v2-000330,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-000331-01,household-v2-000331,south_west_suburban,b2c_everyday_utility_seekers,45-54,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-000331-02,household-v2-000331,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-000331-03,household-v2-000331,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si,64.62,100.0,100.0,95.0,76.7
person-000331-04,household-v2-000331,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,en,64.62,100.0,100.0,95.0,81.94
person-000332-01,household-v2-000332,south_west_suburban,b2c_education_intensive_families,35-44,salaried_worker,si_en,66.5,100.0,100.0,95.0,73.14
person-000332-02,household-v2-000332,south_west_suburban,b2c_education_intensive_families,0-14,student,si,66.5,100.0,100.0,95.0,73.14
person-000332-03,household-v2-000332,south_west_suburban,b2c_care_navigation_households,65+,salaried_worker,en,66.5,100.0,100.0,95.0,73.14
person-000333-01,household-v2-000333,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,si,100.0,100.0,100.0,95.0,87.71
person-000333-02,household-v2-000333,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-000333-03,household-v2-000333,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,87.71
person-000334-01,household-v2-000334,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-000334-02,household-v2-000334,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si,100.0,100.0,100.0,95.0,87.71
person-000334-03,household-v2-000334,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,87.71
person-000335-01,household-v2-000335,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-000335-02,household-v2-000335,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si_en,33.69,83.78,100.0,90.94,69.2
person-000336-01,household-v2-000336,east_growth_corridor,b2c_budget_stretched_commuters,25-34,informal_worker,ta,11.56,78.54,67.88,70.36,66.74
person-000336-02,household-v2-000336,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,ta,11.56,78.54,67.88,70.36,66.74
person-000336-03,household-v2-000336,east_growth_corridor,b2c_budget_stretched_commuters,65+,informal_worker,ta,11.56,78.54,67.88,70.36,66.74
person-000337-01,household-v2-000337,south_west_suburban,b2c_education_intensive_families,45-54,salaried_worker,si_en,66.5,100.0,100.0,95.0,73.14
person-000337-02,household-v2-000337,south_west_suburban,b2c_education_intensive_families,0-14,student,si,66.5,100.0,100.0,95.0,73.14
person-000337-03,household-v2-000337,south_west_suburban,b2c_care_navigation_households,65+,salaried_worker,si,66.5,100.0,100.0,95.0,73.14
person-000338-01,household-v2-000338,core_colombo,b2c_everyday_utility_seekers,45-54,salaried_worker,si,67.62,100.0,100.0,95.0,77.3
person-000338-02,household-v2-000338,core_colombo,b2c_everyday_utility_seekers,45-54,salaried_worker,si,67.62,100.0,100.0,95.0,77.3
person-000338-03,household-v2-000338,core_colombo,b2c_everyday_utility_seekers,0-14,student,si,67.62,100.0,100.0,95.0,77.3
person-000338-04,household-v2-000338,core_colombo,b2c_youth_upskilling_renters,15-24,student,si_en,67.62,100.0,100.0,95.0,82.54
person-000339-01,household-v2-000339,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-000339-02,household-v2-000339,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,si,100.0,100.0,100.0,95.0,87.71
person-000339-03,household-v2-000339,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,87.71
person-000340-01,household-v2-000340,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000340-02,household-v2-000340,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,34.62,99.78,100.0,94.94,73.97
person-000340-03,household-v2-000340,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,34.62,99.78,100.0,94.94,67.42
person-000340-04,household-v2-000340,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000341-01,household-v2-000341,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-000341-02,household-v2-000341,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-000342-01,household-v2-000342,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-000342-02,household-v2-000342,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-000342-03,household-v2-000342,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,en,34.62,99.78,100.0,94.94,67.42
person-000342-04,household-v2-000342,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000343-01,household-v2-000343,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000343-02,household-v2-000343,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000343-03,household-v2-000343,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-000344-01,household-v2-000344,south_west_suburban,b2c_everyday_utility_seekers,45-54,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-000344-02,household-v2-000344,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-000344-03,household-v2-000344,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si,64.62,100.0,100.0,95.0,76.7
person-000344-04,household-v2-000344,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si,64.62,100.0,100.0,95.0,81.94
person-000345-01,household-v2-000345,east_growth_corridor,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,35.12,99.54,100.0,94.89,64.24
person-000345-02,household-v2-000345,east_growth_corridor,b2c_budget_stretched_commuters,55-64,salaried_worker,si,35.12,99.54,100.0,94.89,70.8
person-000345-03,household-v2-000345,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si_en,35.12,99.54,100.0,94.89,64.24
person-000345-04,household-v2-000345,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si,35.12,99.54,100.0,94.89,65.55
person-000346-01,household-v2-000346,outer_commuter_belt,b2c_care_navigation_households,65+,retired,ta,9.56,77.82,67.16,69.75,65.68
person-000346-02,household-v2-000346,outer_commuter_belt,b2c_care_navigation_households,65+,retired,si_en,9.56,77.82,67.16,69.75,65.68
person-000347-01,household-v2-000347,core_colombo,b2c_care_navigation_households,65+,retired,si,14.06,79.9,69.24,71.52,66.58
person-000347-02,household-v2-000347,core_colombo,b2c_care_navigation_households,65+,retired,ta,14.06,79.9,69.24,71.52,66.58
person-000348-01,household-v2-000348,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-000348-02,household-v2-000348,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-000348-03,household-v2-000348,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,87.71
person-000349-01,household-v2-000349,core_colombo,b2c_care_navigation_households,65+,retired,si,14.06,79.9,69.24,71.52,66.58
person-000349-02,household-v2-000349,core_colombo,b2c_care_navigation_households,65+,retired,si,14.06,79.9,69.24,71.52,66.58
person-000350-01,household-v2-000350,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,9.56,77.82,67.16,69.75,71.59
person-000350-02,household-v2-000350,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,9.56,77.82,67.16,69.75,67.65
person-000350-03,household-v2-000350,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-000351-01,household-v2-000351,core_colombo,b2c_care_navigation_households,65+,retired,si,14.06,79.9,69.24,71.52,66.58
person-000351-02,household-v2-000351,core_colombo,b2c_care_navigation_households,65+,retired,ta,14.06,79.9,69.24,71.52,66.58
person-000352-01,household-v2-000352,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,33.69,100.0,100.0,95.0,67.89
person-000352-02,household-v2-000352,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,33.69,100.0,100.0,95.0,67.89
person-000353-01,household-v2-000353,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-000353-02,household-v2-000353,south_west_suburban,b2c_budget_stretched_commuters,55-64,salaried_worker,si_en,34.62,99.78,100.0,94.94,73.97
person-000353-03,household-v2-000353,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,en,34.62,99.78,100.0,94.94,67.42
person-000353-04,household-v2-000353,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si,34.62,99.78,100.0,94.94,67.42
person-000354-01,household-v2-000354,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-000354-02,household-v2-000354,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si,100.0,100.0,100.0,95.0,87.71
person-000354-03,household-v2-000354,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,87.71
person-000355-01,household-v2-000355,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-000355-02,household-v2-000355,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-000355-03,household-v2-000355,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,en,34.62,99.78,100.0,94.94,67.42
person-000355-04,household-v2-000355,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,en,34.62,99.78,100.0,94.94,67.42
person-000356-01,household-v2-000356,outer_commuter_belt,b2c_care_navigation_households,65+,retired,si,9.56,77.82,67.16,69.75,65.68
person-000356-02,household-v2-000356,outer_commuter_belt,b2c_care_navigation_households,65+,retired,si,9.56,77.82,67.16,69.75,65.68
person-000357-01,household-v2-000357,outer_commuter_belt,b2c_budget_stretched_commuters,45-54,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-000357-02,household-v2-000357,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,10.19,77.82,67.16,69.75,66.53
person-000357-03,household-v2-000357,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,10.19,77.82,67.16,69.75,70.4
person-000357-04,household-v2-000357,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-000358-01,household-v2-000358,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si,33.69,83.78,100.0,90.94,69.2
person-000358-02,household-v2-000358,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si,33.69,83.78,100.0,90.94,69.2
person-000359-01,household-v2-000359,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000359-02,household-v2-000359,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000359-03,household-v2-000359,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-000360-01,household-v2-000360,south_west_suburban,b2c_budget_stretched_commuters,35-44,informal_worker,si,11.06,78.78,68.12,70.57,63.36
person-000360-02,household-v2-000360,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,ta,11.06,78.78,68.12,70.57,63.36
person-000360-03,household-v2-000360,south_west_suburban,b2c_budget_stretched_commuters,65+,informal_worker,si,11.06,78.78,68.12,70.57,63.36
person-000361-01,household-v2-000361,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-000361-02,household-v2-000361,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000361-03,household-v2-000361,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-000362-01,household-v2-000362,core_colombo,b2c_everyday_utility_seekers,45-54,salaried_worker,si,36.69,100.0,100.0,95.0,73.73
person-000362-02,household-v2-000362,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si,36.69,100.0,100.0,95.0,73.73
person-000363-01,household-v2-000363,admin_professional_belt,b2c_education_intensive_families,35-44,salaried_worker,si,70.5,100.0,100.0,95.0,77.87
person-000363-02,household-v2-000363,admin_professional_belt,b2c_education_intensive_families,0-14,student,si,70.5,100.0,100.0,95.0,77.87
person-000363-03,household-v2-000363,admin_professional_belt,b2c_care_navigation_households,65+,salaried_worker,si,70.5,100.0,100.0,95.0,77.87
person-000364-01,household-v2-000364,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-000364-02,household-v2-000364,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-000365-01,household-v2-000365,admin_professional_belt,b2c_affluent_service_optimizers,45-54,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000365-02,household-v2-000365,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-000365-03,household-v2-000365,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si,100.0,100.0,100.0,95.0,85.08
person-000366-01,household-v2-000366,east_growth_corridor,b2c_microcommerce_strivers,0-14,student,ta,34.19,83.54,100.0,90.89,69.3
person-000366-02,household-v2-000366,east_growth_corridor,b2c_microcommerce_strivers,65+,salaried_worker,si,34.19,83.54,100.0,90.89,69.3
person-000367-01,household-v2-000367,outer_commuter_belt,b2c_budget_stretched_commuters,35-44,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-000367-02,household-v2-000367,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,10.19,77.82,67.16,69.75,66.53
